EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 15-03-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
  410,VASILEVICI                                  ,BY  ,+52:15:00,+029:49:59,  142
  411,MARKNESSE                                   ,NL  ,+52:42:06,+005:53:15,   -3
  412,ALICANTE                                    ,ES  ,+38:22:21,-000:29:39,   81
  413,LAUWERSOOG                                  ,NL  ,+53:24:42,+006:11:57,    2
  414,BURGOS-VILLAFRIA                            ,ES  ,+42:21:21,-003:37:57,  890
  415,CADIZ                                       ,ES  ,+36:30:03,-006:15:24,    1
  416,CIUDAD REAL                                 ,ES  ,+38:59:21,-003:55:10,  628
  417,GRANADA                                     ,ES  ,+37:08:12,-003:37:53,  687
  418,HUELVA (RONDA DEL ESTE)                     ,ES  ,+37:16:48,-006:54:34,   19
  419,HUESCA                                      ,ES  ,+42:04:59,-000:19:35,  541
  420,A CORUNA                                    ,ES  ,+43:22:01,-008:25:09,   58
  421,MURCIA                                      ,ES  ,+38:00:10,-001:10:09,   61
  422,PAMPLONA                                    ,ES  ,+42:46:36,-001:39:00,  459
  423,SEVILLA/SAN PABLO                           ,ES  ,+37:25:00,-005:52:45,   34
  424,SORIA                                       ,ES  ,+41:46:30,-002:28:59, 1082
  425,VALLADOLID                                  ,ES  ,+41:39:00,-004:46:00,  735
  426,UPPSALA                                     ,SE  ,+59:51:36,+017:37:48,   13
  430,BISKRA                                      ,DZ  ,+34:51:00,+005:43:12,  125
  431,TORSHAVN                                    ,DK  ,+62:01:12,-006:46:12,   54
  434,BREST-GUIPAVAS                              ,FR  ,+48:26:39,-004:24:42,   94
  437,WIJK AAN ZEE                                ,NL  ,+52:30:19,+004:36:11,    8
  438,CABAUW                                      ,NL  ,+51:58:09,+004:55:32,    0
  440,GODTHAAB                                    ,GL  ,+64:09:36,-051:45:00,   70
  441,GALWAY                                      ,IE  ,+53:16:48,-009:01:12,    8
  442,VOLKEL                                      ,NL  ,+51:39:29,+005:42:24,   20
  446,RIGA                                        ,LV  ,+56:57:45,+024:02:24,   17
  447,LUQA                                        ,MT  ,+35:51:00,+014:28:59,   91
  449,FUNCHAL                                     ,PT  ,+32:37:48,-016:53:59,   25
  450,SIBIU                                       ,RO  ,+45:48:00,+024:09:00,  444
  451,BERKHOUT                                    ,NL  ,+52:38:34,+004:58:44,   -2
  452,SEVASTOPOL                                  ,UA  ,+44:37:00,+033:31:57,    7
  453,HEINO                                       ,NL  ,+52:26:03,+006:15:32,    3
  454,HUPSEL                                      ,NL  ,+52:04:04,+006:39:24,   29
  455,TENERIFE/LOS RODEOS                         ,ES  ,+28:28:39,-016:19:45,  632
  456,DIARBEKIR                                   ,TR  ,+37:52:48,+040:10:48,  677
  461,DURHAM                                      ,GB  ,+54:46:04,-001:35:03,  102
  462,GOTEBORG A                                  ,SE  ,+57:42:57,+011:59:39,    5
  463,LUND                                        ,SE  ,+55:42:00,+013:12:00,   73
  464,ARCEN                                       ,NL  ,+51:29:49,+006:11:45,   19
  465,VISBY                                       ,SE  ,+57:40:00,+018:19:59,   42
  466,HARNOSAND                                   ,SE  ,+62:37:59,+017:55:59,   15
  467,UFS TW EMS                                  ,DE  ,+54:10:00,+006:21:00,    0
  468,HELGOLAND                                   ,DE  ,+54:10:35,+007:53:35,    4
  469,LIST/SYLT                                   ,DE  ,+55:00:45,+008:24:45,   26
  470,SCHLESWIG                                   ,DE  ,+54:31:44,+009:32:57,   43
  471,WESTERMARKELSDORF/FEHMARN                   ,DE  ,+54:31:46,+011:03:42,    3
  472,ROSTOCK-WARNEMUNDE                          ,DE  ,+54:10:54,+012:04:55,    4
  473,GREIFSWALD                                  ,DE  ,+54:05:52,+013:24:27,    2
  474,EMDEN-FLUGPLATZ                             ,DE  ,+53:23:21,+007:13:36,    0
  475,NEURUPPIN                                   ,DE  ,+52:54:19,+012:48:30,   38
  476,HANNOVER                                    ,DE  ,+52:27:56,+009:40:46,   55
  477,MAGDEBURG                                   ,DE  ,+52:06:11,+011:35:03,   76
  478,HERWIJNEN                                   ,NL  ,+51:51:28,+005:08:43,    0
  479,DUSSELDORF                                  ,DE  ,+51:17:49,+006:46:12,   37
  480,KASSEL                                      ,DE  ,+51:17:52,+009:26:36,  231
  481,FRITZLAR                                    ,DE  ,+51:07:00,+009:16:59,  174
  482,LEIPZIG-SCHKEUDITZ                          ,DE  ,+51:26:09,+012:14:29,  131
  483,DRESDEN-KLOTZSCHE                           ,DE  ,+51:07:45,+013:45:21,  227
  484,GORLITZ                                     ,DE  ,+51:09:47,+014:57:11,  238
  485,NURBURG-BARWEILER                           ,DE  ,+50:21:39,+006:52:13,  485
  486,MEININGEN                                   ,DE  ,+50:33:45,+010:22:37,  450
  487,ERFURT-BINDERSLEBEN                         ,DE  ,+50:59:04,+010:57:47,  316
  488,FICHTELBERG                                 ,DE  ,+50:25:45,+012:57:19, 1213
  489,WURZBURG                                    ,DE  ,+49:46:17,+009:57:32,  268
  490,HOF                                         ,DE  ,+50:18:47,+011:52:39,  565
  491,SAARBRUCKEN/ENSHEIM                         ,DE  ,+49:12:51,+007:06:29,  320
  492,NURNBERG                                    ,DE  ,+49:30:15,+011:03:24,  314
  493,STRAUBING                                   ,DE  ,+48:49:42,+012:33:37,  351
  494,AUGSBURG                                    ,DE  ,+48:25:35,+010:56:35,  461
  495,KONSTANZ                                    ,DE  ,+47:40:41,+009:11:27,  443
  496,KEMPTEN                                     ,DE  ,+47:43:27,+010:20:11,  705
  497,ARGOSTOLI                                   ,GR  ,+38:07:00,+020:28:59,   22
  498,ATHALASSA                                   ,CY  ,+35:09:00,+033:24:00,  162
  499,AGROS                                       ,CY  ,+35:04:59,+033:01:00, 1015
  500,NIEUW BEERTA                                ,NL  ,+53:11:39,+007:08:57,    0
  501,PETTEN                                      ,NL  ,+52:46:00,+004:39:00,    0
  502,DE COCKSDORPS                               ,NL  ,+53:10:00,+004:52:00,    0
  503,DE KOOG                                     ,NL  ,+53:06:00,+004:46:00,    0
  504,MAKKUM                                      ,NL  ,+53:04:00,+005:25:00,    0
  505,ST. ANNA PAROCHIE                           ,NL  ,+53:16:59,+005:40:00,    1
  506,APPELSCHA                                   ,NL  ,+52:58:00,+006:21:00,    8
  507,NIJBEETS                                    ,NL  ,+53:04:00,+006:00:00,   -1
  508,BERGUMERDAM                                 ,NL  ,+53:10:59,+005:58:59,    1
  509,TERNAARD                                    ,NL  ,+53:22:59,+005:58:59,    0
  511,DELFZIJL                                    ,NL  ,+53:19:00,+006:55:59,    2
  512,WARFFUM                                     ,NL  ,+53:24:00,+006:34:00,    1
  513,ZOUTKAMP                                    ,NL  ,+53:19:59,+006:18:00,    1
  514,EEXT                                        ,NL  ,+53:00:00,+006:43:59,   16
  515,VLAGTWEDDE                                  ,NL  ,+53:01:59,+007:07:00,    2
  516,RODEN                                       ,NL  ,+53:09:00,+006:25:59,    2
  517,ZEERIJP                                     ,NL  ,+53:21:00,+006:45:00,    1
  518,BEVERWIJK                                   ,NL  ,+52:28:59,+004:40:00,    0
  519,ENKHUIZEN                                   ,NL  ,+52:42:00,+005:18:00,    2
  520,SCHELLINGWOUDE                              ,NL  ,+52:22:59,+004:58:00,   -1
  521,ANNA PAULOWNA                               ,NL  ,+52:52:00,+004:49:59,   -1
  522,ZANDVOORT                                   ,NL  ,+52:21:00,+004:31:00,   10
  523,ZAANDIJK                                    ,NL  ,+52:28:59,+004:48:00,    0
  524,MEDEMBLIK                                   ,NL  ,+52:46:59,+005:06:00,   -2
  525,DEN OEVER                                   ,NL  ,+52:55:00,+005:01:59,    1
  526,MARKEN                                      ,NL  ,+52:28:00,+005:06:00,    0
  527,HOOGEVEEN-1                                 ,NL  ,+52:43:00,+006:28:00,   10
  528,IJSSELMUIDEN                                ,NL  ,+52:34:00,+005:57:00,   -2
  529,SCHOONLOO                                   ,NL  ,+52:54:00,+006:42:00,   21
  530,ZWEELO                                      ,NL  ,+52:48:00,+006:43:59,   16
  531,TOLLEBEEK                                   ,NL  ,+52:40:00,+005:37:59,   -1
  532,EMMELOORD                                   ,NL  ,+52:43:00,+005:46:59,   -3
  533,KLAZIENAVEEN                                ,NL  ,+52:46:00,+007:00:00,   16
  534,ELBURG                                      ,NL  ,+52:25:59,+005:49:59,    0
  535,DEDEMSVAART                                 ,NL  ,+52:36:00,+006:27:00,    6
  536,LEMMER (GEMAAL BUMA)                        ,NL  ,+52:49:59,+005:43:00,    0
  537,SWIFTERBANT                                 ,NL  ,+52:34:59,+005:39:00,   -3
  538,OOSTVAARDERSDIEP                            ,NL  ,+52:25:00,+005:13:00,    1
  539,GROOT AMMERS                                ,NL  ,+51:55:59,+004:49:00,    0
  540,ROELOFARENDSVEEN                            ,NL  ,+52:13:00,+004:37:00,   -3
  541,SCHEVENINGEN                                ,NL  ,+52:07:00,+004:18:00,    0
  542,NUMANSDORP                                  ,NL  ,+51:43:59,+004:25:00,    0
  543,IJSSELMONDE                                 ,NL  ,+51:52:59,+004:33:00,   -1
  544,OOSTVOORNE                                  ,NL  ,+51:55:00,+004:05:59,    2
  545,DIRKSLAND                                   ,NL  ,+51:45:00,+004:04:59,    0
  546,OUD ALBLAS                                  ,NL  ,+51:51:00,+004:42:00,   -1
  547,POORTUGAAL                                  ,NL  ,+51:51:00,+004:24:00,    0
  548,OUDDORP                                     ,NL  ,+51:49:00,+003:52:00,    1
  549,VALKENBURG-1                                ,NL  ,+52:10:59,+004:25:00,    0
  550,NIJMEGEN                                    ,NL  ,+51:49:00,+005:52:00,   10
  551,PUTTEN (GLD)                                ,NL  ,+52:15:00,+005:37:00,   14
  552,APELDOORN                                   ,NL  ,+52:13:59,+005:58:00,   12
  553,WOUDENBERG                                  ,NL  ,+52:04:59,+005:27:00,    4
  554,LOENEN AAN DE VECHT                         ,NL  ,+52:13:00,+005:01:59,    0
  555,CULEMBORG                                   ,NL  ,+51:57:00,+005:13:59,    1
  556,TIEL                                        ,NL  ,+51:55:00,+005:25:59,    4
  557,WEESP                                       ,NL  ,+52:18:00,+005:01:59,   -1
  558,BARNEVELD                                   ,NL  ,+52:07:59,+005:34:59,    9
  559,DEELEN-1                                    ,NL  ,+52:04:00,+005:52:59,   50
  560,DOETINCHEM                                  ,NL  ,+51:58:00,+006:16:59,   12
  561,TWENTHE-1                                   ,NL  ,+52:16:00,+006:54:00,   34
  562,WEERSELO                                    ,NL  ,+52:21:00,+006:51:00,   18
  563,ALMEN                                       ,NL  ,+52:09:00,+006:18:00,    9
  564,LETTELE                                     ,NL  ,+52:16:00,+006:16:00,    8
  565,MARKELO                                     ,NL  ,+52:13:59,+006:30:00,   16
  566,LIEVELDE                                    ,NL  ,+52:01:00,+006:37:59,   26
  567,WILHELMINADORP                              ,NL  ,+51:31:32,+003:53:00,    1
  568,HAAMSTEDE                                   ,NL  ,+51:42:00,+003:42:00,    3
  569,OVEZANDE                                    ,NL  ,+51:25:59,+003:49:00,    3
  570,THOLEN-1                                    ,NL  ,+51:31:59,+004:13:00,    0
  571,PHILIPPINE                                  ,NL  ,+51:16:59,+003:45:00,    1
  572,SCHOONDIJKE                                 ,NL  ,+51:21:00,+003:33:00,    1
  573,KAPELLEBRUG                                 ,NL  ,+51:15:00,+004:04:00,    2
  574,ZUNDERT                                     ,NL  ,+51:28:00,+004:40:00,    9
  575,ESBEEK                                      ,NL  ,+51:25:59,+005:09:00,   22
  576,OOSTERHOUT                                  ,NL  ,+51:37:59,+004:49:59,    5
  577,CHAAM                                       ,NL  ,+51:31:00,+004:52:59,   11
  578,ANDEL                                       ,NL  ,+51:46:59,+005:03:00,    1
  579,HOOGERHEIDE                                 ,NL  ,+51:25:59,+004:19:00,   19
  580,KLUNDERT                                    ,NL  ,+51:40:00,+004:31:59,    0
  581,SEVENUM                                     ,NL  ,+51:24:00,+006:01:00,   29
  582,HELMOND                                     ,NL  ,+51:28:59,+005:37:00,   17
  583,VENLO                                       ,NL  ,+51:21:00,+006:10:59,   30
  584,NULAND                                      ,NL  ,+51:43:00,+005:25:00,    6
  585,SOMEREN                                     ,NL  ,+51:24:00,+005:42:00,   23
  586,DINTHER                                     ,NL  ,+51:39:00,+005:28:59,    9
  587,EINDHOVEN (VB)                              ,NL  ,+51:27:00,+005:25:00,   20
  588,EIJSDEN                                     ,NL  ,+50:46:59,+005:43:00,   54
  589,VALKENBURG (L)                              ,NL  ,+50:51:00,+005:49:59,   80
  590,SCHAESBERG                                  ,NL  ,+50:54:00,+006:01:00,  140
  591,BEESEL                                      ,NL  ,+51:16:00,+006:01:59,   27
  592,ECHT                                        ,NL  ,+51:04:59,+005:55:00,   34
  593,SCHIPHOL                                    ,NL  ,+52:18:56,+004:47:25,   -3
  594,HOORN TERSCHELLING                          ,NL  ,+53:23:27,+005:20:44,    0
  595,SOESTERBERG                                 ,NL  ,+52:07:32,+005:16:24,   13
  596,STAVOREN                                    ,NL  ,+52:53:48,+005:22:59,   -1
  597,LELYSTAD                                    ,NL  ,+52:27:25,+005:31:10,   -3
  598,ROTTERDAM                                   ,NL  ,+51:57:38,+004:26:48,   -4
  599,GILZE-RIJEN                                 ,NL  ,+51:33:54,+004:56:07,   11
  600,ELL                                         ,NL  ,+51:11:48,+005:45:45,   30
  601,VLIELAND                                    ,NL  ,+53:14:24,+004:55:14,    4
  602,HOEK VAN HOLLAND                            ,NL  ,+51:59:27,+004:07:18,   11
  603,LEEUWARDEN                                  ,NL  ,+53:13:23,+005:45:06,    0
  604,WOENSDRECHT                                 ,NL  ,+51:26:52,+004:20:30,   14
  614,VERKHNEDVINSK                               ,BY  ,+55:49:12,+027:57:00,  117
  615,EZERISE                                     ,BY  ,+55:48:00,+030:00:00,  174
  616,SARKOVSCIZNA                                ,BY  ,+55:24:00,+027:30:00,  131
  617,LYNTUPY                                     ,BY  ,+55:06:00,+026:18:00,  209
  618,NAROCH;OZERNAYA                             ,BY  ,+54:54:00,+026:42:00,  171
  619,POLOCK                                      ,BY  ,+55:30:00,+028:48:00,  132
  620,DOKSISY                                     ,BY  ,+54:54:00,+027:48:00,  193
  621,LEPEL                                       ,BY  ,+54:54:00,+028:42:00,  174
  622,VITEBSK                                     ,BY  ,+55:10:12,+030:07:48,  166
  623,SENNO                                       ,BY  ,+54:48:00,+029:42:00,  173
  624,OSMANY                                      ,BY  ,+54:24:00,+025:54:00,  209
  625,VILEJKA                                     ,BY  ,+54:30:00,+026:54:00,  183
  626,VOLOJIN                                     ,BY  ,+54:06:00,+026:30:00,  228
  627,RADOSHKOVICHI                               ,BY  ,+54:12:00,+027:18:00,  198
  628,BORISOV                                     ,BY  ,+54:12:00,+028:30:00,  184
  629,ORSA                                        ,BY  ,+54:30:00,+030:24:00,  192
  630,GORKI                                       ,BY  ,+54:18:00,+030:58:48,  200
  631,GRODNO;AIRPORT                              ,BY  ,+53:40:48,+023:49:48,  117
  632,LIDA                                        ,BY  ,+53:54:00,+025:18:00,  147
  633,SHUCHIN                                     ,BY  ,+53:36:00,+024:48:00,  179
  634,NOVOGRUDOK                                  ,BY  ,+53:36:00,+025:54:00,  280
  635,STOLBCY                                     ,BY  ,+53:30:00,+026:42:00,  173
  636,BEREZINO                                    ,BY  ,+53:48:00,+028:54:00,  169
  637,MAR-INA GORKA                               ,BY  ,+53:31:48,+028:07:12,  175
